,shot,dda,t1,t2,Tepedheight(keV),error_Tepedheight(keV),nepedheight1019(m3),error_nepedheight1019(m3),pepedheight(kPa),error_pepedheight(kPa),TepsiN09preELM(keV),error_TepsiN09preELM(keV),nepsiN09preELM1019(m3),error_nepsiN09preELM1019(m3),pepsiN09preELM(kPa),error_pepsiN09preELM(kPa),Tepedestalwidth(psiN),error_Tepedestalwidth(psiN),Nepedestalwidth(psiN),error_Nepedestalwidth(psiN),pepedestalwidth(psiN),error_pepedestalwidth(psiN),TepedestalwidthRmid(cm),error_TepedestalwidthRmid(cm),NepedestalwidthRmid(cm),error_NepedestalwidthRmid(cm),pepedestalwidthRmid(cm),error_pepedestalwidthRmid(cm),neseparatrixfromexpdata1019(m3),error_neseparatrixfromexpdata1019(m3),neseparatrixfromfit1019(m3),error_neseparatrixfromfit1019(m3),neposition(psiN),error_neposition(psiN),Teposition(psiN),error_Teposition(psiN),peposition(psiN),error_peposition(psiN),nepositionRmid(m),error_nepositionRmid(m),TepositionRmid(m),error_TepositionRmid(m),pepositionRmid(m),error_pepositionRmid(m),separatrixpositionRmid(m),error_separatrixpositionRmid(m),neinnerslope,error_neinnerslope,Teinnerslope,error_Teinnerslope,peinnerslope,error_peinnerslope,beta_polped(electrons),error_beta_polped(electrons),nupedestal,error_nupedestal,rhopedestal,error_rhopedestal,Zeff,error_Zeff,BetaN(dia),error_BetaN(dia),BetaN(MHD),error_BetaN(MHD),Ip(MA),error_Ip(MA),B(T),error_B(T),R(m),error_R(m),a(m),error_a(m),averagetriangularity,error_averagetriangularity,Meff,error_Meff,P_NBI(MW),error_P_NBI(MW),P_ICRH(MW),error_P_ICRH(MW),P_TOTPNBIPohmPICRHPshi(MW),error_P_TOTPNBIPohmPICRHPshi(MW),plasmavolume(m3),error_plasmavolume(m3),q95,error_q95,gasflowrateofmainspecies1022(es),error_gasflowrateofmainspecies1022(es),H(HD),error_H(HD),electronratefromGIM1(es),error_electronratefromGIM1(es),electronratefromGIM2(es),error_electronratefromGIM2(es),electronratefromGIM3(es),error_electronratefromGIM3(es),electronratefromGIM4(es),error_electronratefromGIM4(es),electronratefromGIM5(es),error_electronratefromGIM5(es),electronratefromGIM6(es),error_electronratefromGIM6(es),electronratefromGIM7(es),error_electronratefromGIM7(es),electronratefromGIM8(es),error_electronratefromGIM8(es),electronratefromGIM9(es),error_electronratefromGIM9(es),electronratefromGIM10(es),error_electronratefromGIM10(es),electronratefromGIM11(es),error_electronratefromGIM11(es),electronratefromGIM12(es),error_electronratefromGIM12(es),electronratefromGIM13(es),error_electronratefromGIM13(es),electronratefromGIM14(es),error_electronratefromGIM14(es),electronratefromGIM15(es),error_electronratefromGIM15(es),subdivertorpressurefrombar1(10u6nbar),error_subdivertorpressurefrombar1(10u6nbar),Atomicnumberofseededimpurity,error_Atomicnumberofseededimpurity,flowrateofseededimpurity1022(es),error_flowrateofseededimpurity1022(es),FLAGDEUTERIUM,FLAGHYDROGEN,FLAGHDmix,FLAGHeJETC,FLAGSeeding,FLAGKicks,FLAGRMP,FLAGpellets,FLAGHRTSdatavalidated,divertorconfiguration
478,0.0,T002pbohm,63.46,65.2272,0.7119601,0.026917739,2.8032074,0.040879123,3.1658776,0.12829046,0.90584904,0.03424828,2.9040325,0.04234945,4.88776,0.1980661,0.030757455,0.0077758473,0.042090226,0.007265458,0.028237952,0.0075249816,1.4359719,0.3630306,1.9660984,0.33938056,1.283681,0.61486685,1.2090403,0.08637244,1.1420941,0.61486685,0.99615604,0.0010732061,0.9853937,0.0016825374,0.98308736,0.0020964437,3.8532295,0.004151571,3.8485637,0.006563946,3.847128,0.0082101235,3.855024,0.0,0.015820801,0.0027049216,0.096918665,0.010385094,0.112702474,0.02274058,0.17479903,0.007083359,0.40402013,0.03644215,4.94018e-05,9.339e-07,1.698139,0.03879437,1.76341,0.027346794,1.7678735,0.030644901,1.4853191,0.0029579024,1.9853936,0.00019721,2.899365,0.0031425403,0.95318264,0.0020542508,0.2781998,0.003154485,1.9804124,0.001209987,10.149455,0.011076707,0.0,0.0,10.093182,0.10343908,80.50482,0.35816363,4.615035,0.028285595,0.0,0.0,0.019702833,0.0036675893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
479,0.0,T001pbohm,63.279,65.4848,0.6050893,0.015142919,3.3379357,0.034098953,3.179578,0.085946,0.7922246,0.019826151,3.4992259,0.035746623,5.351081,0.14464308,0.033568252,0.005803028,0.03488882,0.0050467975,0.028470825,0.0054380745,1.5200442,0.26277384,1.5803927,0.22860968,1.3394122,0.54961663,1.6085542,0.16303529,1.6184225,0.54961663,0.9991728,0.0006680185,0.9851026,0.0009785458,0.9842752,0.0012541139,3.8768497,0.0025911657,3.8704789,0.003839208,3.8701043,0.0049325563,3.8772244,0.0,0.016930247,0.0016038519,0.119829215,0.0077077905,0.13421987,0.01536908,0.17882887,0.0048338566,0.5172293,0.031172082,6.19102e-05,7.747e-07,1.7958881,0.04185157,2.4426959,0.041862406,2.458053,0.047802586,1.485765,0.0067905467,1.4883895,0.0001676385,2.9190032,0.0054873056,0.94785815,0.001939284,0.28503785,0.0041625747,1.9863944,0.0015529873,10.161455,0.011150516,0.0,0.0,10.246959,0.23123264,80.75544,0.5533032,3.4184868,0.027302185,0.0,0.0,0.013574405,0.0065731364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
480,0.0,T001pbohm,50.4121,51.4915,0.85179055,0.029414471,5.699285,0.13361266,7.6807995,0.32058525,1.074905,0.037119176,5.966579,0.13987903,11.379432,0.4749607,0.03126196,0.0040689153,0.044844944,0.0049707554,0.029015727,0.0045422725,1.7804456,0.23173475,2.561866,0.28396535,1.2467238,0.42476544,3.2885432,0.401906,3.5257874,0.42476544,1.0052106,0.001391329,0.9843467,0.0009961921,0.9830411,0.0017483393,3.868325,0.005353444,3.8560553,0.0039010083,3.855312,0.0068578124,3.8653493,0.0,0.020075701,0.005445734,0.096854374,0.008875231,0.11725501,0.033572406,0.090700865,0.0037857206,0.40360457,0.037336968,3.13915e-05,5.42e-07,1.7051532,0.07148507,1.2599926,0.046831425,1.1903644,0.052295472,3.2332232,0.013083685,3.163482,0.0002404853,2.879682,0.0030648934,0.9770439,0.0017426818,0.26068366,0.0029125316,1.9801121,0.0019394003,21.08033,0.0105831325,0.7021336,0.9315816,22.593184,0.46192303,82.06528,0.30213782,3.3424137,0.017783921,1.9492861,0.007780213,0.019899506,0.002379489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1658733,0.008644676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
481,0.0,T002pbohm,51.5907,53.1447,0.9147497,0.026321344,6.3086486,0.065595455,9.165814,0.28043145,1.1725726,0.033740036,6.447268,0.06703678,13.338046,0.4080824,0.027305415,0.0032088885,0.026708962,0.0029118676,0.024045493,0.0030639796,1.5251607,0.17923443,1.4945697,0.16294116,1.490154,0.2642977,3.2551234,0.4764807,3.13737,0.2642977,1.0,0.000534485,0.985376,0.0008493905,0.98471034,0.0010357477,3.8628886,0.0020648038,3.8547158,0.0033213727,3.8543446,0.0040553208,3.8628886,0.0,0.00589582,0.0014323076,0.08997913,0.0067180116,0.090987675,0.023124542,0.10978289,0.0033588477,0.3930732,0.026707929,3.27896e-05,4.717e-07,1.8523505,0.061383914,1.3236696,0.02714516,1.2453707,0.032350052,3.2316666,0.0036857298,3.1628902,0.0002818544,2.88327,0.0025035036,0.97356904,0.0016040222,0.2626659,0.0030605346,1.9749708,0.0010037787,20.944757,0.6478469,2.9092927,0.21430273,24.69016,0.46903378,81.94668,0.2755952,3.340117,0.015454738,1.0886567,0.0035269598,0.024943732,0.0020959019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2096184,0.003918848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
482,0.0,T001pbohm,50.3064,51.4499,0.7551672,0.08550904,6.1615973,0.313711,7.2882724,0.904853,1.0144924,0.11487293,6.427641,0.32725632,11.50003,1.4277507,0.053129517,0.013358288,0.060949553,0.0107616205,0.045554575,0.01212964,2.9465063,0.7408364,3.3884814,0.5982907,2.616572,0.9524204,2.2895668,0.7117558,2.589739,0.9524204,0.9944794,0.0036331275,0.97374386,0.004802943,0.97028244,0.006112213,3.8583393,0.014085986,3.8468325,0.018913502,3.8449159,0.024173554,3.8614092,0.0,0.029195394,0.01401971,0.24169289,0.05382953,0.27022097,0.14303812,0.080466926,0.009990123,0.53802514,0.14923623,2.96631e-05,1.6794e-06,1.7673553,0.12620883,1.2715864,0.043474656,1.2089962,0.058682658,3.2325473,0.010782973,3.1632504,0.0003317899,2.8759644,0.003545448,0.9793827,0.0021975334,0.2592069,0.0027339803,1.9732085,0.0028625217,21.319466,0.010714697,0.58821326,0.85404456,22.679937,0.38154647,82.50013,0.28544372,3.370355,0.017478438,1.9772258,0.008421802,0.02702335,0.003760871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1969173,0.0093575595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
483,0.0,T002pbohm,51.791,53.416,0.9811675,0.08743934,6.078333,0.12029647,9.540702,0.870959,1.191339,0.106169336,6.1332154,0.121382646,12.410924,1.1329781,0.036564164,0.016475257,0.035573438,0.013574414,0.031042084,0.015094682,2.027735,0.91366655,1.9757855,0.753937,2.0762541,0.7955673,1.2338963,0.5,1.818875,0.7955673,0.9923694,0.0013104364,0.97986734,0.0042662336,0.97847754,0.0045693577,3.8588142,0.0050952337,3.851879,0.016755147,3.850723,0.018006437,3.863054,0.0,0.003489909,0.0029383854,0.0970189,0.029097956,0.089142494,0.07967461,0.107865,0.009846863,0.32628882,0.06461379,3.39208e-05,1.5115e-06,1.9921541,0.12733264,1.3145812,0.058728512,1.2280623,0.07138219,3.2310274,0.017064417,3.1625178,0.0002520507,2.8789127,0.0039552962,0.97601724,0.0021906586,0.26032323,0.0036668968,1.9679983,0.0012767172,21.319181,0.010310659,2.8822575,0.16693418,25.046757,0.41291535,82.31129,0.3138317,3.3626602,0.020015666,1.1011146,0.0037812549,0.032037944,0.0023882384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.223461,0.0042013973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
484,0.0,T003pbohm,54.4344,56.004,1.2948682,0.06342627,5.5888586,0.08371938,11.523717,0.59026927,1.5231388,0.0746076,5.7263994,0.0857797,15.1795,0.7775262,0.029475886,0.009403281,0.029359125,0.00715705,0.025203886,0.008355988,1.5814208,0.5044986,1.5768056,0.38438737,1.3373471,0.5376489,1.9247166,0.57560277,1.5028031,0.5376489,0.99287957,0.0008465875,0.9814759,0.0024908178,0.98004985,0.0027344243,3.857536,0.0032898204,3.8514168,0.0097685475,3.850652,0.010750157,3.8613625,0.0,0.0078208065,0.0020616117,0.06350633,0.01146641,0.06655793,0.021266107,0.13358776,0.006842649,0.17910136,0.020228654,3.93768e-05,9.644e-07,1.9609293,0.12427015,1.2233349,0.061913617,1.1372291,0.08598851,3.236084,0.017882602,3.1630597,0.0005086029,2.8840308,0.005430495,0.9697301,0.0027541476,0.2606876,0.0040833377,1.9644355,0.0025112221,12.379728,0.3070988,2.9085362,0.18124633,16.051247,0.75792825,82.052376,0.23035307,3.33821,0.01672951,0.0,0.0,0.035632968,0.0070208493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
485,0.0,T001pbohm,51.1949,53.0267,1.2292941,0.060197875,6.864494,0.12181969,13.435226,0.69978595,1.4645431,0.071717896,6.9693317,0.12368018,17.425945,0.9076461,0.031580146,0.010023263,0.029149236,0.0068785404,0.027492307,0.008595933,1.7752017,0.5634336,1.641803,0.38742724,1.1385278,0.5429801,2.3981209,0.15256467,2.5740623,0.5429801,0.9965365,0.0010379659,0.9805911,0.002152137,0.9805911,0.0024562222,3.8568013,0.0040181633,3.8478312,0.008437693,3.8478312,0.009647287,3.8587515,0.0,0.004636905,0.002392519,0.07434498,0.013253623,0.07362019,0.04018943,0.13355447,0.0069563054,0.24113357,0.027895607,3.50023e-05,8.57e-07,1.9236629,0.12555571,1.2219161,0.06570886,1.1491858,0.08033789,3.4761178,0.015373531,3.4134216,0.0006769245,2.880738,0.004388997,0.97494864,0.002996644,0.26019508,0.0037518842,1.9698359,0.0020069403,19.609657,0.618987,2.7608638,0.36052656,23.265854,0.55913824,82.18774,0.3179561,3.3594835,0.021595042,0.8484315,0.09202084,0.03015998,0.0030615954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9427016,0.102245376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
486,0.0,T002pbohm,53.8132,55.0509,1.4103614,0.07343831,5.676851,0.10725334,12.735826,0.705465,1.686032,0.087792635,5.8421254,0.11037589,17.300282,0.9583001,0.019333327,0.007652508,0.029397752,0.006378214,0.01857844,0.007044235,1.0450368,0.41364595,1.5900613,0.3449839,1.0410908,0.3789625,2.0431142,0.55985665,1.922475,0.3789625,0.99495995,0.0008514277,0.9873907,0.0017278037,0.9861293,0.0020063727,3.858094,0.0033010612,3.8540037,0.0067413403,3.853322,0.007847968,3.8608222,0.0,0.009039257,0.0032689173,0.0432292,0.008633939,0.051897366,0.021439975,0.13226235,0.007326299,0.14994988,0.01844897,3.7904e-05,9.868e-07,2.0990133,0.3579894,1.1440537,0.08972993,1.057904,0.11488601,3.4753335,0.026853018,3.4168162,0.0003882228,2.884442,0.006410353,0.9697034,0.0034495748,0.26112416,0.004869662,1.9647614,0.0027817835,12.663858,0.010151208,2.892897,0.18714742,16.44379,0.80378723,81.97874,0.1943155,3.3498542,0.020929752,0.0,0.0,0.035267856,0.00592381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
487,1.0,T001rfrid,49.1744,51.9386,0.4455688,0.009641645,5.9550185,0.048253484,4.199415,0.09703313,0.58787507,0.012721004,6.086203,0.049316473,6.747688,0.15591438,0.049126677,0.0038093822,0.03597975,0.0034417214,0.039826747,0.0036302095,2.6172986,0.20295066,1.919447,0.18360887,2.3706746,0.3071839,3.1432214,0.5958079,3.392231,0.3071839,1.0027468,0.0006634827,0.98351103,0.0009329389,0.98351103,0.0012043656,3.8270996,0.0025328505,3.8164823,0.0036128229,3.8168485,0.0046776957,3.825635,0.0,0.00777356,0.001320534,0.18497641,0.00909432,0.17320244,0.030630259,0.11986824,0.0027697168,1.6053534,0.08248452,3.6037e-05,3.899e-07,1.0,1.0,1.3994004,0.045759857,1.275537,0.045964543,1.9807117,0.0065338966,2.116549,0.0003299392,2.8942366,0.0027603682,0.9260927,0.0032048756,0.26320863,0.0027749338,1.9941199,0.0007838629,10.985878,0.8092889,0.09607599,0.1533599,11.635984,0.19122206,75.32253,0.24834628,3.2929158,0.013810716,3.2537906,0.086007014,0.0058801174,0.0007838629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0372198,0.06385653,0.0,0.0,1.2165706,0.022150766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3457558,0.22875075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
488,1.0,T006lfrassin,48.9687,50.6758,0.38997224,0.026527284,5.8471413,0.059284963,3.5527081,0.24433753,0.50495255,0.034348648,5.9323435,0.060148835,5.4749346,0.37653866,0.073615104,0.010801161,0.0339915,0.0058698333,0.04690318,0.008692526,3.9754071,0.58329076,1.8362907,0.31710044,2.6690629,0.6582154,1.7724882,0.50864226,1.438665,0.6582154,0.9903794,0.000776288,0.9770427,0.0037615157,0.9800092,0.0039951177,3.818421,0.0029926077,3.8112216,0.014601199,3.8128214,0.015617274,3.8236203,0.0,0.005484988,0.0012864656,0.27895597,0.03750905,0.21135142,0.057139408,0.09729515,0.0066914745,2.0273058,0.29636407,3.35051e-05,1.1396e-06,1.0,1.0,1.2878158,0.047550287,1.1474314,0.051772952,1.9760785,0.006686833,2.116619,0.0002674046,2.8901677,0.0031982085,0.92926073,0.002719066,0.26007068,0.0029207207,2.146658,0.036965765,10.098654,2.2494278,0.0,0.0,10.689499,0.24356893,75.42048,0.28019145,3.3000634,0.020926336,4.5334206,0.09832044,0.0,0.036965765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010208784,0.007786689,2.3516932,0.05177291,0.0,0.0,2.1807065,0.0446035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3065493,0.18153013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
489,1.0,T001lfrassin,52.8478,55.1181,0.36435184,0.011046998,6.0299916,0.054132555,3.50012,0.1106762,0.507745,0.0153946215,6.136613,0.055089716,5.9177876,0.1871245,0.04578383,0.00565657,0.03414127,0.0037657863,0.036030315,0.0048050983,2.5150163,0.31072906,1.87725,0.2070609,2.471286,0.40992,3.3842118,0.6538382,3.3566835,0.40992,1.0019848,0.0006841197,0.9874192,0.0013416352,0.9867566,0.0015851369,3.8250778,0.0026117524,3.8170755,0.0051739234,3.8167117,0.006135745,3.8239865,0.0,0.005930629,0.001421548,0.20097859,0.015233126,0.17560107,0.04414508,0.105849124,0.0033470222,2.2775283,0.15855332,3.37856e-05,5.122e-07,1.0,1.0,1.3273373,0.028983986,1.1559361,0.03194026,1.9707037,0.005962361,1.9961447,0.0003332405,2.8849227,0.002624169,0.9371763,0.0036824432,0.2760542,0.0030379917,1.9981263,0.0002274983,9.502737,0.23104551,0.0,0.0,10.161177,0.26955664,76.81246,0.33975768,3.240435,0.015254736,1.8368638,0.031999633,0.0018737316,0.0002274983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24410065,0.0006914771,0.0,0.0,1.5927631,0.031308174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.50329,0.45845145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
490,1.0,T001lfrassin,53.5992,56.5395,0.37907198,0.011707851,5.8923326,0.065775715,3.534564,0.11607849,0.50466025,0.015586715,6.0042615,0.06702517,5.6365085,0.18510838,0.05716383,0.0062916577,0.037765794,0.004186142,0.043442637,0.005343629,3.0760806,0.33856454,2.03453,0.22551705,2.9324849,0.46522096,2.9088802,0.60788274,3.0018728,0.46522096,1.0,0.0008456407,0.9829981,0.00145521,0.98367816,0.0017615206,3.826942,0.003235067,3.8181574,0.005633155,3.8181574,0.0068486664,3.826942,0.0,0.007166982,0.0018858108,0.22149013,0.015502207,0.19315824,0.05259203,0.10348791,0.0033986429,2.088838,0.15234743,3.47309e-05,5.363e-07,1.0,1.0,1.3516525,0.038699463,1.1822685,0.035598245,1.9709756,0.006624514,1.9973153,0.0004320372,2.888501,0.0022019946,0.9338941,0.002936022,0.27755207,0.0028597913,1.9979596,0.0004342603,9.381052,0.7010818,0.0,0.0,10.030094,0.21989083,76.672134,0.30020934,3.2333603,0.015429793,1.6089482,0.030817457,0.0020403862,0.0004342603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2611315,0.0010313934,0.0,0.0,1.3478186,0.0297861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7286894,0.21250382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
491,1.0,T001lfrassin,53.5858,55.9236,0.37161934,0.014483187,5.8111167,0.07550037,3.4295332,0.14089127,0.5054814,0.019700218,5.912033,0.076811515,5.600898,0.23009475,0.05955156,0.0069664344,0.043018535,0.004921107,0.046296082,0.0060311067,3.2290423,0.3777384,2.3360093,0.2672279,2.9869633,0.5766963,2.8428774,0.7608437,3.143662,0.5766963,1.0013576,0.0010544092,0.9830127,0.0018273761,0.9823326,0.0022060566,3.8301716,0.0040314724,3.8198543,0.007076379,3.8194857,0.008582717,3.829066,0.0,0.00739365,0.0024373622,0.25136334,0.020014066,0.22010455,0.07464525,0.10119176,0.0041571357,2.1306536,0.19375901,3.43574e-05,6.695e-07,1.0,1.0,1.3961056,0.030123195,1.2222341,0.029840589,1.9700853,0.0051107113,1.9976434,0.0003664865,2.8877327,0.0024991923,0.9346996,0.0026629705,0.27815598,0.0026049933,1.9976543,4.16323e-05,9.440771,0.6074479,0.0,0.0,10.063692,0.16343686,76.7205,0.24162091,3.241242,0.014445342,1.6335659,0.025005221,0.0023456812,4.16323e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26627645,0.0008501721,0.0,0.0,1.3672897,0.024155064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6360294,0.22050941,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
492,1.0,T002lfrassin,56.8956,59.7063,0.27429315,0.008304875,5.6537704,0.0467738,2.4710515,0.07755961,0.3983389,0.012060654,5.776388,0.047788218,4.389791,0.13778366,0.043033782,0.006976325,0.02962425,0.0054215533,0.031963,0.006247494,2.3715096,0.38445196,1.6335105,0.2989498,2.673153,0.5572018,3.2765915,0.5914393,3.3274086,0.5572018,1.0026573,0.0006420302,0.9926867,0.0012983513,0.99202156,0.0015220481,3.827858,0.0024511265,3.822365,0.0049890107,3.8219986,0.0058737327,3.8263934,0.0,0.00628299,0.0011624593,0.20620993,0.018552179,0.17215827,0.035418354,0.07878947,0.0024729883,3.7224834,0.2562102,2.9376e-05,4.447e-07,1.0,1.0,1.1302912,0.026904227,0.9076447,0.022259325,1.9607396,0.0055560726,1.9971299,0.0008104148,2.8898134,0.0015502587,0.93145835,0.0022768928,0.2742774,0.004399038,1.9974365,5.02258e-05,6.20153,0.8924661,0.0,0.0,7.042909,0.18960328,76.515526,0.26304537,3.2196226,0.014263857,1.5079461,0.027493086,0.0025634766,5.02258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26184478,0.0010059101,0.0,0.0,1.2461014,0.026487201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7455156,0.05261581,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
493,1.0,T001lfrassin,53.512,55.9807,0.38557994,0.010748073,5.9158387,0.051503513,3.633179,0.10609975,0.5395613,0.015040316,6.0153537,0.052369893,6.2327294,0.18201444,0.04460427,0.005895076,0.036096435,0.004357271,0.036391623,0.0051835184,2.3816779,0.31477192,1.9298363,0.23295431,2.4672341,0.5224751,2.7920141,0.17856137,3.5601752,0.5224751,1.0034366,0.000703187,0.987617,0.0011912215,0.98692906,0.0014595061,3.8298383,0.0026831275,3.8210213,0.004600561,3.820654,0.00565497,3.8280015,0.0,0.005879043,0.0014073098,0.200074,0.013289436,0.18024044,0.044775683,0.11071989,0.0032333536,2.0223355,0.13035208,3.51378e-05,4.897e-07,1.0,1.0,1.4726473,0.034123424,1.3302982,0.034157563,1.9725078,0.0057725827,1.9983013,0.0004141529,2.8887334,0.002848124,0.93430036,0.002909319,0.28046978,0.0031174584,1.9973818,0.0001778771,9.500224,0.59840274,0.0,0.0,10.10859,0.20190926,76.72292,0.29369456,3.2458904,0.01461012,0.98623216,0.0065671946,0.0026181936,0.0001778771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39738324,0.0020154847,0.0,0.0,0.5888491,0.0045517096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1889204,0.11697017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
494,1.0,T008lfrassin,54.7123,56.9792,0.39314398,0.009381267,6.489943,0.06515977,4.124859,0.106785804,0.5405021,0.01289755,6.5247936,0.06550967,6.6137676,0.17121956,0.040963598,0.0041711447,0.04442061,0.003747137,0.035623204,0.003964813,2.231583,0.22723237,2.4232304,0.2044136,2.4809186,0.34066153,3.3010666,0.7622224,3.3311634,0.34066153,1.0006679,0.0007975016,0.98797363,0.0009876768,0.9846282,0.0013311683,3.8288088,0.0030516814,3.8218908,0.003814933,3.8200705,0.005166093,3.8284447,0.0,0.0024389229,0.0020695084,0.17252015,0.010387162,0.15424326,0.13120967,0.1246276,0.0032264031,2.317518,0.13387015,3.32173e-05,3.963e-07,1.0,1.0,1.3464245,0.040767744,1.1598177,0.04368368,1.9756167,0.0052801725,2.182497,0.0008621649,2.9075074,0.0026543087,0.91550845,0.0029552528,0.37864822,0.004382316,1.9736931,0.0019386032,9.524844,0.7699558,1.3001326,0.20897405,11.441711,0.14101443,74.17664,0.25250375,3.487458,0.019962614,2.377157,0.037306666,0.026306868,0.0019386032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842316,0.014414268,1.401348,0.02433385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6517029,0.33017603,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
